Reading additional input from stdin...
OpenAI Codex v0.133.0
--------
workdir: C:\Users\koosh\Dino\.claude\worktrees\swapguard
model: gpt-5.3-codex-spark
provider: openai
approval: never
sandbox: danger-full-access
reasoning effort: low
reasoning summaries: none
session id: 019e80d2-a918-7061-a740-8dc004cee17e
--------
user
P0 CRASH HARDENING (DINOForge). DINO crashed on skirmish load: AssetSwapSystem swapped a mesh whose Material used the built-in 'Standard' shader into a live entity; DINO's Hybrid Renderer V2 (HRV2/URP) only accepts SRP-Batcher-compatible URP shaders, so the renderer faulted -> native crash (no managed exception). A bad material must NEVER crash the game. Branch fix/swap-shader-guard-20260531. NO push/stash/--no-verify; git add only specific files. 

FIX in src/Runtime/Bridge/AssetSwapSystem.cs: before assigning a swapped Material to a live ECS entity (in the Material-resolve/apply path — find where ResolveReplacementAssets returns a Material and where it's set on RenderMesh), VALIDATE shader compatibility: check the material's shader is URP/SRP-Batcher compatible — e.g. material.shader.name starts with "Universal Render Pipeline/" OR FindPassTagValue/shader has SRP batcher support. If the shader is NOT URP-compatible (e.g. 'Standard', 'Legacy', 'Diffuse', built-in), SKIP that material swap (keep the mesh swap if mesh is fine, or skip both), LOG ONCE per bundle ('[AssetSwap] skipped material swap for X: shader Y not HRV2-compatible'), and continue — never assign it. Add a static HashSet to log-once. netstandard2.0. Build: dotnet build src/Runtime/DINOForge.Runtime.csproj -c Release -p:TargetFramework=netstandard2.0 — exit 0. DO NOT deploy. Commit. CHANGELOG. Report: the guard code (file+lines), build exit, plainly: can a non-URP material now crash the renderer? NO expected.
codex
I’ll apply the guard in the `ResolveReplacementAssets`/`RenderMesh` assignment path inside `AssetSwapSystem.cs`, add a netstandard2.0-compatible one-time-per-bundle skip log, update `CHANGELOG.md`, then run the exact release build command and commit only touched files.
exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command 'rg -n "ResolveReplacementAssets|RenderMesh|AssetSwapSystem|Apply|material|shader" src/Runtime/Bridge/AssetSwapSystem.cs' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
 succeeded in 738ms:
28:    ///   4. The system also applies RenderMesh visual swaps for ECS entities matching
37:    ///   - Visual data is stored in RenderMesh shared components.
43:    ///   1. Build a test AssetBundle with a replacement mesh/material.
   65:         private readonly HashSet<string> _reportedFailures = new HashSet<string>(StringComparer.Ordinal);
   66: 
   67:         /// <summary>
   68:         /// #992: Bundles (keyed by mod bundle path) that have PERMANENTLY failed to yield a usable
   69:         /// swap — stub bundles (the 13 #986 90-byte stubs), bundles with no renderable mesh, or
   70:         /// hard load errors. These can never succeed, yet AssetSwapRegistry keeps them pending and
   71:         /// the swap retries them EVERY frame, re-loading the bundle each pass → the per-frame
   72:         /// 'another AssetBundle with the same files is already loaded' flood. Once a bundle is in
   73:         /// this set we skip it entirely (logged once, then silent), stopping the flood for all stub
   74:         /// bundles while leaving working swaps (units/cims/buildings) untouched.
   75:         /// </summary>
   76:         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
   77: 
   78:         private int _frameCount;
   79: 
   80:         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>

apply patch
patch: completed
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\AssetSwapSystem.cs
diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..6b6e87ec0ec9dd860c7d175bf26af0001a26f081
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>

diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..6b6e87ec0ec9dd860c7d175bf26af0001a26f081
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>

exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command '$path='"'src/Runtime/Bridge/AssetSwapSystem.cs'; "'$lines=Get-Content $path; 603..620 | ForEach-Object { '"'{0,5}: {1}' -f "'$_, $lines[$_-1] }' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
 succeeded in 495ms:
  603:                 _permanentlyFailedBundles.Add(modBundlePath);
  604:                 DebugLog.Write("AssetSwap",
  605:                     $"TrySwapRenderMeshFromBundle: no usable Mesh/Material/prefab found in bundle " +
  606:                     $"'{Path.GetFileName(modBundlePath)}' (requested asset='{assetName}'). " +
  607:                     "Bundle may be a stub or contain no renderable geometry. " +
  608:                     "Marking permanently failed — will skip on subsequent frames (#992).");
  609:                 return false;
  610:             }
  611: 
  612:             // GFX-mode Phase 2: when the High graphics tier is active, upgrade the swapped
  613:             // material to URP/Lit with PBR slots (driven by pack PBR metadata when present).
  614:             // Pure passthrough when tier is Vanilla or no upgrade is possible — never breaks the swap.
  615:             if (replacementMat != null)
  616:             {
  617:                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
  618:             }
  619: 
  620:             Type? renderMeshType = ResolveRenderMeshType();

diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..6b6e87ec0ec9dd860c7d175bf26af0001a26f081
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>

codex
I’ve inserted the new compatibility gate entry points in the runtime system; I’ll now wire it into the RenderMesh material assignment and add helper methods for URP/SRP checks and one-shot logging.
apply patch
patch: completed
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\AssetSwapSystem.cs
diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..584f06b5e3d7f5b159a3bb88c46ff4f7614af101
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)

diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..584f06b5e3d7f5b159a3bb88c46ff4f7614af101
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)

exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command '$path='"'src/Runtime/Bridge/AssetSwapSystem.cs'; "'$lines=Get-Content $path; 996..1008 | ForEach-Object { '"'{0,5}: {1}' -f "'$_, $lines[$_-1] }' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
 succeeded in 572ms:
  996:                             if (_reportedFailures.Add($"skinning:{assetName}"))
  997:                             {
  998:                                 DebugLog.Write("AssetSwap",
  999:                                     $"TrySwapRenderMeshFromBundle: skipping entity {entity.Index} — {skinReason}");
 1000:                             }
 1001:                             continue;
 1002:                         }
 1003: 
 1004:                         meshField.SetValue(renderMesh, replacementMesh);
 1005:                         changed = true;
 1006:                     }
 1007:                     if (replacementMat != null && materialField != null)
 1008:                     {

diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..584f06b5e3d7f5b159a3bb88c46ff4f7614af101
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)

exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command '$path='"'src/Runtime/Bridge/AssetSwapSystem.cs'; "'$lines=Get-Content $path; 1007..1013 | ForEach-Object { '"'{0,5}: {1}' -f "'$_, $lines[$_-1] }' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
 succeeded in 478ms:
 1007:                     if (replacementMat != null && materialField != null)
 1008:                     {
 1009:                         object? currentMat = materialField.GetValue(renderMesh);
 1010:                         if (currentMat == null)
 1011:                             continue;
 1012:                         materialField.SetValue(renderMesh, replacementMat);
 1013:                         changed = true;

diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..584f06b5e3d7f5b159a3bb88c46ff4f7614af101
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)

apply patch
patch: completed
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\AssetSwapSystem.cs
diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..96dce4911b3d64be2539a5580a50b2b24a1fa47a
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)
@@ -997,7 +1004,7 @@
                         meshField.SetValue(renderMesh, replacementMesh);
